,target,location,aircraft_damage,make,model,number_of_engines,engine_type,weather_conditions,phase_of_flight,Year,Month,Day,injuries,pax_onboard,fatality_percentage,survived,amateur_built
25038,Fatal,1297,0,500,389,1.0,0,2,1,1987,6,15,4.0,4.0,100.0,0,0
25039,Non-Fatal,11329,2,500,236,1.0,0,2,9,1986,1,6,0.0,2.0,0.0,2,0
25040,Fatal,5263,0,500,239,1.0,0,2,0,1986,1,5,2.0,2.0,50.0,1,0
25041,Non-Fatal,3287,2,500,134,1.0,0,2,2,1985,1,1,0.0,1.0,0.0,1,0
25042,Non-Fatal,10044,2,500,177,1.0,0,2,9,1984,12,31,2.0,2.0,0.0,2,0
25043,Non-Fatal,7044,0,500,139,1.0,0,2,6,1987,6,15,0.0,2.0,0.0,2,0
25044,Non-Fatal,13231,2,500,177,1.0,0,2,3,1987,6,16,1.0,1.0,0.0,1,0
25045,Non-Fatal,2911,2,500,6163,2.0,0,2,9,1982,7,2,2.0,2.0,0.0,2,0
25046,Non-Fatal,6206,0,500,250,1.0,0,2,9,1987,6,16,0.0,2.0,0.0,2,0
25047,Non-Fatal,13199,2,500,139,1.0,0,2,9,1986,1,5,0.0,1.0,0.0,1,0
25048,Fatal,3508,0,500,641,2.0,0,0,2,1985,1,1,2.0,2.0,100.0,0,0
25049,Non-Fatal,5853,0,500,137,1.0,0,2,2,1983,7,3,2.0,2.0,0.0,2,0
25050,Non-Fatal,460,2,500,327,1.0,0,2,6,1990,8,3,0.0,1.0,0.0,1,0
25051,Fatal,9471,0,500,137,1.0,0,2,6,1990,8,3,2.0,2.0,100.0,0,0
25052,Non-Fatal,7773,2,500,6148,1.0,0,2,2,1987,6,15,0.0,2.0,0.0,2,0
25053,Non-Fatal,8056,2,500,471,1.0,0,0,0,1984,12,31,0.0,4.0,0.0,4,0
25054,Non-Fatal,3008,2,500,327,1.0,0,2,2,1990,8,4,0.0,1.0,0.0,1,0
25055,Non-Fatal,3559,2,500,643,2.0,0,2,6,1982,7,1,0.0,1.0,0.0,1,0
25056,Non-Fatal,1749,2,500,177,1.0,0,2,9,1987,6,14,0.0,4.0,0.0,4,0
25057,Non-Fatal,11040,2,500,177,1.0,0,0,2,1983,7,3,0.0,2.0,0.0,2,0
25058,Non-Fatal,12594,2,500,138,1.0,0,2,3,1986,1,7,2.0,2.0,0.0,2,0
25059,Non-Fatal,1680,2,500,139,1.0,0,2,5,1990,8,5,0.0,1.0,0.0,1,0
25060,Non-Fatal,1978,0,500,285,1.0,0,2,9,1984,6,4,5.0,5.0,0.0,5,0
25061,Non-Fatal,11897,2,500,690,2.0,0,2,9,1990,8,5,0.0,2.0,0.0,2,0
25062,Fatal,8857,0,500,780,2.0,3,0,0,1983,12,12,1.0,1.0,100.0,0,0
25063,Non-Fatal,6423,2,500,472,1.0,0,2,0,1987,6,14,0.0,3.0,0.0,3,0
25064,Non-Fatal,6767,2,500,5220,1.0,0,2,5,1986,1,6,0.0,4.0,0.0,4,0
25065,Non-Fatal,12465,2,500,204,1.0,0,2,5,1990,8,4,0.0,2.0,0.0,2,0
25066,Fatal,4870,0,500,5220,1.0,0,0,4,1983,12,13,2.0,2.0,100.0,0,0
25067,Non-Fatal,6117,2,500,208,1.0,0,2,5,1982,7,1,2.0,4.0,0.0,4,0
25068,Non-Fatal,4847,2,500,209,1.0,0,2,2,1990,8,4,0.0,5.0,0.0,5,0
25069,Non-Fatal,1337,2,500,622,2.0,0,0,5,1983,12,13,2.0,4.0,0.0,4,0
25070,Non-Fatal,4320,2,500,177,1.0,0,2,2,1984,12,30,0.0,1.0,0.0,1,0
25071,Non-Fatal,7440,2,500,250,1.0,0,2,5,1984,12,31,0.0,1.0,0.0,1,0
25072,Fatal,3216,0,500,137,1.0,0,2,6,1990,8,4,2.0,2.0,100.0,0,0
25073,Non-Fatal,361,2,500,325,1.0,0,2,5,1984,6,3,0.0,3.0,0.0,3,0
25074,Non-Fatal,10988,2,500,139,1.0,0,2,5,1990,8,25,0.0,1.0,0.0,1,0
25075,Non-Fatal,5439,2,500,613,1.0,0,2,9,1986,1,18,0.0,1.0,0.0,1,0
25076,Non-Fatal,11056,2,500,108,1.0,0,2,0,1987,5,30,2.0,2.0,0.0,2,0
25077,Non-Fatal,584,2,500,177,1.0,0,2,5,1987,5,16,0.0,2.0,0.0,2,0
25078,Non-Fatal,5541,2,500,270,1.0,0,2,5,1987,5,16,0.0,4.0,0.0,4,0
25079,Fatal,1199,0,500,139,1.0,0,2,6,1990,9,14,1.0,1.0,100.0,0,0
25080,Non-Fatal,1919,2,500,6139,1.0,0,2,5,1986,1,30,0.0,1.0,0.0,1,0
25081,Fatal,10162,0,500,138,1.0,0,2,0,1990,9,13,1.0,1.0,100.0,0,0
25082,Non-Fatal,1835,2,500,6126,1.0,0,2,5,1987,5,16,2.0,2.0,0.0,2,0
25083,Non-Fatal,1076,2,500,176,1.0,0,0,2,1987,5,16,0.0,3.0,0.0,3,0
25084,Non-Fatal,12160,2,500,282,1.0,0,2,9,1987,5,16,0.0,2.0,0.0,2,0
25085,Non-Fatal,10261,2,500,775,2.0,0,0,0,1982,6,15,0.0,2.0,0.0,2,0
25086,Fatal,9524,0,500,212,1.0,0,0,0,1990,9,13,2.0,2.0,100.0,0,0
25087,Non-Fatal,11156,0,500,135,1.0,0,2,9,1987,5,16,1.0,1.0,0.0,1,0
25088,Non-Fatal,2205,2,500,115,1.0,0,0,5,1987,5,16,0.0,1.0,0.0,1,0
25089,Non-Fatal,8493,2,500,250,1.0,0,2,2,1990,9,12,0.0,2.0,0.0,2,0
25090,Non-Fatal,12160,2,500,313,1.0,0,2,9,1990,9,12,3.0,3.0,0.0,3,0
25091,Non-Fatal,12917,0,500,193,1.0,0,2,6,1987,5,16,2.0,4.0,0.0,4,0
25092,Non-Fatal,6341,2,500,237,1.0,0,2,6,1990,9,12,0.0,3.0,0.0,3,0
25093,Non-Fatal,1096,2,500,115,1.0,0,2,5,1987,5,16,0.0,1.0,0.0,1,0
25094,Fatal,11105,0,500,1397,1.0,0,2,6,1987,5,16,2.0,2.0,100.0,0,0
25095,Non-Fatal,6645,0,500,215,1.0,0,2,4,1987,5,16,1.0,4.0,0.0,4,0
25096,Non-Fatal,3475,2,500,139,1.0,0,2,2,1990,9,14,0.0,2.0,0.0,2,0
25097,Non-Fatal,11032,2,500,139,1.0,0,2,9,1987,5,16,2.0,2.0,0.0,2,0
25098,Fatal,1118,0,500,349,1.0,0,2,3,1986,2,1,1.0,1.0,100.0,0,0
25099,Non-Fatal,10977,2,500,270,1.0,0,2,3,1986,1,31,2.0,2.0,0.0,2,0
25100,Non-Fatal,3496,2,500,139,1.0,0,2,5,1987,5,14,0.0,2.0,0.0,2,0
25101,Fatal,1920,0,500,293,1.0,0,2,6,1984,6,9,2.0,2.0,100.0,0,0
25102,Non-Fatal,10193,2,500,390,1.0,0,2,6,1990,9,15,0.0,2.0,0.0,2,0
25103,Non-Fatal,3276,2,500,6385,1.0,0,2,0,1982,6,15,0.0,2.0,0.0,2,0
25104,Fatal,94,0,500,210,1.0,0,2,6,1990,9,15,2.0,2.0,100.0,0,0
25105,Non-Fatal,3494,0,500,1413,1.0,0,2,6,1983,7,13,0.0,1.0,0.0,1,0
25106,Non-Fatal,11409,2,500,313,1.0,0,2,9,1983,7,12,2.0,2.0,0.0,2,0
25107,Non-Fatal,8731,0,500,741,2.0,0,2,0,1986,1,31,2.0,2.0,0.0,2,0
25108,Non-Fatal,2499,2,500,212,1.0,0,2,5,1983,7,13,0.0,2.0,0.0,2,0
25109,Non-Fatal,6886,2,500,1413,1.0,0,2,9,1987,5,14,1.0,1.0,0.0,1,0
25110,Non-Fatal,8371,2,500,173,1.0,0,2,2,1983,7,13,0.0,2.0,0.0,2,0
25111,Non-Fatal,5545,2,500,138,1.0,0,2,4,1987,5,14,0.0,1.0,0.0,1,0
25112,Non-Fatal,288,2,500,177,1.0,0,2,5,1983,7,12,0.0,1.0,0.0,1,0
25113,Non-Fatal,7963,2,500,139,1.0,0,2,5,1987,5,15,0.0,1.0,0.0,1,0
25114,Non-Fatal,9217,2,500,82,1.0,0,2,5,1987,5,15,0.0,1.0,0.0,1,0
25115,Non-Fatal,523,0,500,215,1.0,0,2,1,1982,6,15,3.0,3.0,0.0,3,0
25116,Fatal,5547,0,500,195,1.0,0,2,5,1990,9,15,4.0,4.0,25.0,3,0
25117,Non-Fatal,10917,0,500,139,1.0,0,2,0,1990,9,12,2.0,2.0,0.0,2,0
25118,Non-Fatal,4267,2,500,177,1.0,0,2,5,1990,9,12,0.0,1.0,0.0,1,0
25119,Fatal,3135,0,500,5219,1.0,0,1,2,1984,12,13,3.0,3.0,100.0,0,0
25120,Non-Fatal,2493,2,500,177,1.0,0,2,5,1982,6,17,0.0,4.0,0.0,4,0
25121,Non-Fatal,8698,0,500,134,1.0,0,2,9,1987,5,17,2.0,2.0,0.0,2,0
25122,Fatal,3641,0,500,138,1.0,0,2,6,1987,5,17,1.0,1.0,100.0,0,0
25123,Fatal,6848,2,500,139,1.0,0,2,7,1986,1,29,2.0,2.0,100.0,0,0
25124,Fatal,11269,0,500,333,1.0,0,2,6,1983,7,12,1.0,1.0,100.0,0,0
25125,Fatal,2954,0,500,139,1.0,0,2,6,1982,6,17,2.0,2.0,50.0,1,0
25126,Fatal,9407,0,500,6170,2.0,0,0,2,1987,5,18,4.0,4.0,100.0,0,0
25127,Non-Fatal,9710,2,500,215,1.0,0,2,5,1987,5,18,3.0,3.0,0.0,3,0
25128,Fatal,4352,0,500,265,1.0,0,0,6,1984,12,14,1.0,1.0,100.0,0,0
25129,Fatal,12509,0,500,1402,1.0,0,2,6,1990,9,9,2.0,2.0,100.0,0,0
25130,Non-Fatal,437,0,500,138,1.0,0,2,9,1987,5,18,2.0,2.0,0.0,2,0
25131,Non-Fatal,4088,2,500,132,1.0,0,2,2,1987,5,18,0.0,1.0,0.0,1,0
25132,Fatal,1104,0,500,779,2.0,0,2,9,1986,1,29,2.0,2.0,100.0,0,0
25133,Fatal,6146,0,500,4555,1.0,0,2,2,1986,1,29,2.0,2.0,100.0,0,0
25134,Non-Fatal,6835,2,500,210,1.0,0,2,5,1990,9,9,0.0,1.0,0.0,1,0
25135,Fatal,7668,0,500,210,1.0,0,2,6,1990,9,8,2.0,2.0,100.0,0,0
25136,Non-Fatal,4124,2,500,291,1.0,0,2,9,1982,6,18,0.0,2.0,0.0,2,0
25137,Non-Fatal,439,2,500,1410,1.0,0,2,5,1982,6,18,0.0,1.0,0.0,1,0
25138,Non-Fatal,4462,2,500,139,1.0,0,2,5,1990,9,9,0.0,2.0,0.0,2,0
25139,Non-Fatal,9696,2,500,236,1.0,0,2,2,1990,9,9,0.0,3.0,0.0,3,0
25140,Non-Fatal,327,2,500,1406,1.0,0,2,5,1982,6,17,1.0,1.0,0.0,1,0
25141,Non-Fatal,9544,2,500,210,1.0,0,2,4,1990,9,11,0.0,3.0,0.0,3,0
25142,Non-Fatal,8,2,500,139,1.0,0,2,2,1982,6,16,0.0,1.0,0.0,1,0
25143,Non-Fatal,9428,2,500,212,1.0,0,2,10,1984,12,13,0.0,1.0,0.0,1,0
25144,Non-Fatal,10926,2,500,139,1.0,0,2,5,1986,1,30,0.0,1.0,0.0,1,0
25145,Fatal,170,0,500,1413,1.0,0,2,6,1990,9,11,1.0,1.0,100.0,0,0
25146,Non-Fatal,6767,2,500,139,1.0,0,2,5,1984,6,9,0.0,1.0,0.0,1,0
25147,Non-Fatal,8468,2,500,615,1.0,0,2,6,1983,7,12,1.0,1.0,0.0,1,0
25148,Non-Fatal,8406,2,500,138,1.0,0,2,4,1983,7,12,0.0,1.0,0.0,1,0
25149,Non-Fatal,10998,2,500,239,1.0,0,2,5,1984,12,14,0.0,1.0,0.0,1,0
25150,Non-Fatal,12961,2,500,285,1.0,0,2,0,1987,5,17,1.0,1.0,0.0,1,0
25151,Non-Fatal,7136,2,500,250,1.0,0,2,5,1983,7,12,0.0,2.0,0.0,2,0
25152,Non-Fatal,12519,0,500,139,1.0,0,2,1,1982,6,16,2.0,2.0,0.0,2,0
25153,Non-Fatal,6269,2,500,6161,2.0,0,2,5,1982,6,17,0.0,2.0,0.0,2,0
25154,Non-Fatal,4445,2,500,82,1.0,0,2,9,1982,6,17,0.0,2.0,0.0,2,0
25155,Non-Fatal,10999,0,500,294,1.0,0,2,9,1987,5,17,3.0,3.0,0.0,3,0
25156,Non-Fatal,5612,2,500,177,1.0,0,2,10,1982,6,17,0.0,1.0,0.0,1,0
25157,Non-Fatal,3179,2,500,212,1.0,0,2,5,1990,9,11,0.0,1.0,0.0,1,0
25158,Non-Fatal,3622,2,500,175,1.0,0,2,6,1990,9,10,2.0,2.0,0.0,2,0
25159,Non-Fatal,4834,2,500,1413,1.0,0,2,9,1982,6,14,0.0,1.0,0.0,1,0
25160,Non-Fatal,3610,2,500,333,1.0,0,2,9,1990,9,8,0.0,1.0,0.0,1,0
25161,Non-Fatal,4780,2,500,134,1.0,0,2,9,1990,9,16,0.0,1.0,0.0,1,0
25162,Non-Fatal,1909,2,500,6130,1.0,0,2,9,1983,7,13,0.0,1.0,0.0,1,0
25163,Fatal,1023,2,500,139,1.0,0,2,6,1986,2,1,2.0,2.0,100.0,0,0
25164,Non-Fatal,11749,2,500,130,1.0,0,2,0,1987,5,9,0.0,1.0,0.0,1,0
25165,Non-Fatal,6744,0,500,82,1.0,0,2,5,1987,5,9,0.0,1.0,0.0,1,0
25166,Fatal,2647,0,500,108,1.0,0,2,11,1982,6,12,4.0,4.0,100.0,0,0
25167,Non-Fatal,10424,2,500,177,1.0,0,2,4,1990,9,22,2.0,2.0,0.0,2,0
25168,Non-Fatal,237,2,500,215,1.0,0,2,9,1986,2,1,1.0,4.0,0.0,4,0
25169,Non-Fatal,9981,2,500,778,2.0,0,2,5,1990,9,22,0.0,4.0,0.0,4,0
25170,Non-Fatal,13036,2,500,108,1.0,0,2,4,1984,12,10,0.0,2.0,0.0,2,0
25171,Non-Fatal,7417,0,500,138,1.0,0,2,2,1986,2,1,1.0,1.0,0.0,1,0
25172,Fatal,2647,0,500,137,1.0,0,2,11,1982,6,12,4.0,4.0,100.0,0,0
25173,Non-Fatal,10019,2,500,610,1.0,0,2,5,1987,5,10,0.0,2.0,0.0,2,0
25174,Non-Fatal,287,2,500,5219,1.0,0,2,6,1984,12,11,0.0,1.0,0.0,1,0
25175,Non-Fatal,9219,2,500,139,1.0,0,2,5,1987,5,10,0.0,1.0,0.0,1,0
25176,Non-Fatal,7818,2,500,133,1.0,0,2,10,1987,5,10,0.0,1.0,0.0,1,0
25177,Non-Fatal,9613,2,500,5218,1.0,0,2,5,1984,6,10,0.0,2.0,0.0,2,0
25178,Non-Fatal,3536,2,500,6385,1.0,0,2,5,1990,9,21,0.0,4.0,0.0,4,0
25179,Non-Fatal,584,2,500,138,1.0,0,2,10,1983,7,14,0.0,1.0,0.0,1,0
25180,Non-Fatal,5237,2,500,173,1.0,0,2,5,1990,9,21,0.0,3.0,0.0,3,0
25181,Non-Fatal,2529,0,500,472,1.0,0,0,0,1984,12,10,1.0,1.0,0.0,1,0
25182,Non-Fatal,5261,2,500,139,1.0,0,2,5,1990,9,21,1.0,1.0,0.0,1,0
25183,Non-Fatal,10926,2,500,679,2.0,0,2,0,1987,5,8,1.0,1.0,0.0,1,0
25184,Fatal,6081,0,500,250,1.0,0,0,2,1986,2,2,2.0,2.0,50.0,1,0
25185,Fatal,5751,0,500,139,1.0,0,2,11,1987,5,5,1.0,1.0,100.0,0,0
25186,Non-Fatal,4083,2,500,139,1.0,0,2,9,1987,5,5,0.0,1.0,0.0,1,0
25187,Non-Fatal,2019,2,500,333,1.0,0,2,5,1982,6,11,0.0,1.0,0.0,1,0
25188,Non-Fatal,9480,2,500,208,1.0,0,2,5,1987,5,5,0.0,1.0,0.0,1,0
25189,Non-Fatal,12049,2,500,177,1.0,0,2,5,1983,7,15,0.0,4.0,0.0,4,0
25190,Non-Fatal,5975,0,500,458,1.0,0,2,9,1982,6,12,3.0,3.0,0.0,3,0
25191,Fatal,7407,0,500,297,1.0,0,2,6,1990,9,22,3.0,3.0,33.33333333333333,2,0
25192,Non-Fatal,11742,2,500,1413,1.0,0,2,6,1987,5,6,0.0,1.0,0.0,1,0
25193,Non-Fatal,9323,2,500,210,1.0,0,2,5,1990,9,22,0.0,2.0,0.0,2,0
25194,Non-Fatal,10926,0,500,138,1.0,0,2,9,1987,5,6,2.0,2.0,0.0,2,0
25195,Non-Fatal,4636,0,500,1402,1.0,0,2,0,1987,5,6,1.0,1.0,0.0,1,0
25196,Non-Fatal,5141,0,500,327,1.0,0,2,6,1987,5,7,1.0,1.0,0.0,1,0
25197,Non-Fatal,11071,0,500,212,1.0,0,0,1,1982,6,12,2.0,2.0,0.0,2,0
25198,Non-Fatal,12872,2,500,137,1.0,0,2,0,1984,6,10,1.0,1.0,0.0,1,0
25199,Non-Fatal,7889,2,500,283,1.0,0,2,4,1982,6,12,0.0,1.0,0.0,1,0
25200,Non-Fatal,1458,0,500,115,1.0,0,2,9,1990,9,22,2.0,2.0,0.0,2,0
25201,Non-Fatal,12495,2,500,6149,1.0,0,2,5,1986,2,2,0.0,1.0,0.0,1,0
25202,Non-Fatal,4157,2,500,139,1.0,0,2,0,1990,9,22,0.0,1.0,0.0,1,0
25203,Non-Fatal,9613,0,500,177,1.0,0,2,9,1983,7,15,1.0,4.0,0.0,4,0
25204,Non-Fatal,12773,2,500,1413,1.0,0,2,9,1990,9,21,0.0,1.0,0.0,1,0
25205,Non-Fatal,7670,2,500,177,1.0,0,2,6,1982,6,12,0.0,1.0,0.0,1,0
25206,Non-Fatal,13583,2,500,252,1.0,0,2,9,1990,9,20,0.0,2.0,0.0,2,0
25207,Non-Fatal,4159,2,500,228,1.0,0,2,4,1982,6,13,1.0,4.0,0.0,4,0
25208,Non-Fatal,9409,2,500,222,1.0,0,2,2,1990,9,17,0.0,2.0,0.0,2,0
25209,Non-Fatal,13078,2,500,139,1.0,0,2,5,1987,5,13,0.0,1.0,0.0,1,0
25210,Non-Fatal,12639,2,500,313,1.0,0,2,5,1990,9,17,0.0,3.0,0.0,3,0
25211,Non-Fatal,3317,2,500,177,1.0,0,2,5,1982,6,13,0.0,1.0,0.0,1,0
25212,Non-Fatal,7862,2,500,305,1.0,0,2,5,1982,6,13,0.0,2.0,0.0,2,0
25213,Non-Fatal,6086,0,500,139,1.0,0,2,6,1990,9,17,2.0,2.0,0.0,2,0
25214,Non-Fatal,8145,0,500,209,1.0,0,2,5,1983,7,14,3.0,4.0,0.0,4,0
25215,Fatal,10034,0,500,2309,1.0,0,0,2,1984,12,11,2.0,2.0,100.0,0,0
25216,Non-Fatal,11157,2,500,250,1.0,0,2,2,1982,6,13,1.0,1.0,0.0,1,0
25217,Non-Fatal,3733,2,500,250,1.0,0,2,5,1990,9,17,0.0,2.0,0.0,2,0
25218,Non-Fatal,268,0,500,115,1.0,0,2,6,1982,6,13,2.0,2.0,0.0,2,0
25219,Fatal,10666,0,500,139,1.0,0,0,2,1984,12,12,2.0,2.0,100.0,0,0
25220,Non-Fatal,9530,2,500,129,1.0,0,2,6,1990,9,16,1.0,1.0,0.0,1,0
25221,Non-Fatal,9450,2,500,256,1.0,0,2,5,1990,9,16,0.0,4.0,0.0,4,0
25222,Non-Fatal,3722,2,500,139,1.0,0,2,10,1984,6,9,0.0,1.0,0.0,1,0
25223,Non-Fatal,9336,2,500,283,1.0,0,2,5,1987,5,14,0.0,3.0,0.0,3,0
25224,Non-Fatal,6707,0,500,6170,2.0,0,0,6,1984,12,12,3.0,3.0,0.0,3,0
25225,Non-Fatal,7427,2,500,115,1.0,0,2,9,1990,9,18,0.0,1.0,0.0,1,0
25226,Fatal,12487,0,500,270,1.0,0,1,2,1982,6,13,2.0,2.0,100.0,0,0
25227,Non-Fatal,7159,0,500,139,1.0,0,2,9,1986,2,1,1.0,1.0,0.0,1,0
25228,Non-Fatal,5357,2,500,1413,1.0,0,2,6,1990,9,20,0.0,1.0,0.0,1,0
25229,Non-Fatal,5682,0,500,203,1.0,0,2,4,1990,9,20,1.0,1.0,0.0,1,0
25230,Non-Fatal,12144,2,500,6150,1.0,0,2,5,1987,5,11,0.0,3.0,0.0,3,0
25231,Non-Fatal,3722,2,500,137,1.0,0,2,5,1983,12,3,0.0,1.0,0.0,1,0
25232,Non-Fatal,12474,2,500,137,1.0,0,2,8,1990,9,20,1.0,2.0,0.0,2,0
25233,Non-Fatal,7534,2,500,209,1.0,0,2,6,1990,9,20,0.0,2.0,0.0,2,0
25234,Non-Fatal,11805,2,500,115,1.0,0,2,2,1987,5,11,0.0,1.0,0.0,1,0
25235,Non-Fatal,9467,2,500,137,1.0,0,2,0,1990,9,20,0.0,2.0,0.0,2,0
25236,Non-Fatal,2228,2,500,234,1.0,0,2,2,1990,9,19,1.0,2.0,0.0,2,0
25237,Non-Fatal,7436,2,500,212,1.0,0,2,5,1982,6,13,0.0,3.0,0.0,3,0
25238,Non-Fatal,11696,2,500,115,1.0,0,2,5,1982,6,13,0.0,2.0,0.0,2,0
25239,Non-Fatal,9945,2,500,139,1.0,0,2,9,1983,7,14,0.0,1.0,0.0,1,0
25240,Non-Fatal,181,2,500,115,1.0,0,2,5,1987,5,12,0.0,1.0,0.0,1,0
25241,Non-Fatal,9070,2,500,270,1.0,0,2,9,1987,5,12,1.0,2.0,0.0,2,0
25242,Non-Fatal,3830,2,500,6309,1.0,0,2,9,1990,9,18,0.0,1.0,0.0,1,0
25243,Non-Fatal,10428,2,500,390,1.0,0,2,3,1982,6,13,0.0,3.0,0.0,3,0
25244,Non-Fatal,13050,2,500,202,1.0,0,2,5,1984,6,10,0.0,2.0,0.0,2,0
25245,Non-Fatal,6618,2,500,177,1.0,0,2,0,1982,6,13,0.0,1.0,0.0,1,0
25246,Non-Fatal,12478,2,500,270,1.0,0,2,9,1990,9,16,0.0,1.0,0.0,1,0
25247,Non-Fatal,5069,2,500,128,1.0,0,2,5,1984,12,9,0.0,1.0,0.0,1,0
25248,Fatal,3835,0,500,303,1.0,0,2,2,1990,9,8,2.0,2.0,100.0,0,0
25249,Non-Fatal,9026,2,500,746,2.0,0,0,5,1982,6,18,0.0,4.0,0.0,4,0
25250,Non-Fatal,10007,2,500,250,1.0,0,2,9,1986,1,20,0.0,1.0,0.0,1,0
25251,Non-Fatal,4267,2,500,300,1.0,0,2,5,1990,8,28,0.0,3.0,0.0,3,0
25252,Non-Fatal,11970,2,500,4551,1.0,0,2,2,1983,7,9,0.0,7.0,0.0,7,0
25253,Fatal,13332,0,500,6149,1.0,0,0,9,1983,12,6,3.0,3.0,100.0,0,0
25254,Non-Fatal,10397,0,500,115,1.0,0,2,4,1990,8,28,2.0,2.0,0.0,2,0
25255,Non-Fatal,905,2,500,176,1.0,0,2,9,1984,6,8,0.0,2.0,0.0,2,0
25256,Fatal,11381,0,500,758,2.0,0,0,1,1990,8,28,2.0,2.0,100.0,0,0
25257,Fatal,12693,0,500,239,1.0,0,2,6,1986,1,19,2.0,2.0,50.0,1,0
25258,Non-Fatal,1008,2,500,131,1.0,0,2,2,1987,5,25,0.0,2.0,0.0,2,0
25259,Non-Fatal,7114,2,500,6350,1.0,0,2,5,1983,7,9,0.0,4.0,0.0,4,0
25260,Non-Fatal,4159,2,500,642,2.0,0,2,5,1982,6,21,0.0,3.0,0.0,3,0
25261,Fatal,4257,0,500,468,1.0,0,1,9,1986,1,19,4.0,4.0,100.0,0,0
25262,Fatal,2386,0,500,132,1.0,0,2,6,1983,12,6,1.0,1.0,100.0,0,0
25263,Non-Fatal,7025,0,500,270,1.0,0,2,4,1982,6,21,2.0,3.0,0.0,3,0
25264,Non-Fatal,3341,2,500,176,1.0,0,2,5,1983,7,9,1.0,2.0,0.0,2,0
25265,Non-Fatal,10661,2,500,132,1.0,0,2,1,1983,7,9,2.0,2.0,0.0,2,0
25266,Non-Fatal,4856,2,500,676,2.0,0,2,9,1982,6,21,0.0,3.0,0.0,3,0
25267,Non-Fatal,11759,2,500,177,1.0,0,2,9,1982,6,21,1.0,1.0,0.0,1,0
25268,Non-Fatal,2902,2,500,138,1.0,0,2,9,1987,5,25,0.0,2.0,0.0,2,0
25269,Non-Fatal,13606,2,500,177,1.0,0,2,2,1986,1,19,0.0,2.0,0.0,2,0
25270,Non-Fatal,1906,2,500,300,1.0,0,2,0,1986,1,20,0.0,2.0,0.0,2,0
25271,Fatal,4395,2,500,235,1.0,0,2,3,1990,8,29,2.0,2.0,50.0,1,0
25272,Non-Fatal,9888,2,500,139,1.0,0,2,5,1983,12,5,0.0,2.0,0.0,2,0
25273,Non-Fatal,4066,2,500,139,1.0,0,2,2,1986,1,21,0.0,1.0,0.0,1,0
25274,Fatal,2004,0,500,653,2.0,0,2,9,1990,8,30,1.0,1.0,100.0,0,0
25275,Fatal,10535,0,500,177,1.0,0,2,2,1987,5,24,3.0,6.0,50.0,3,0
25276,Non-Fatal,12448,2,500,4552,1.0,0,2,5,1983,12,5,0.0,1.0,0.0,1,0
25277,Fatal,6070,0,500,639,2.0,0,0,6,1984,12,19,1.0,1.0,100.0,0,0
25278,Non-Fatal,11741,2,500,313,1.0,0,2,9,1986,1,20,0.0,4.0,0.0,4,0
25279,Non-Fatal,12395,2,500,745,2.0,3,0,2,1984,12,19,0.0,1.0,0.0,1,0
25280,Fatal,10170,0,500,139,1.0,0,2,6,1990,8,28,2.0,2.0,100.0,0,0
25281,Fatal,5929,0,500,4555,1.0,0,0,0,1982,6,21,1.0,1.0,100.0,0,0
25282,Non-Fatal,10424,2,500,285,1.0,0,2,2,1990,8,30,0.0,2.0,0.0,2,0
25283,Non-Fatal,2117,2,500,139,1.0,0,2,2,1983,7,9,0.0,1.0,0.0,1,0
25284,Fatal,10659,0,500,139,1.0,0,2,9,1983,7,9,2.0,2.0,50.0,1,0
25285,Non-Fatal,9479,0,500,137,1.0,0,2,0,1990,8,30,1.0,1.0,0.0,1,0
25286,Non-Fatal,9227,2,500,205,1.0,0,2,5,1982,6,21,0.0,2.0,0.0,2,0
25287,Non-Fatal,8587,0,500,622,2.0,0,2,2,1982,6,21,0.0,1.0,0.0,1,0
25288,Non-Fatal,3042,2,500,1402,1.0,0,2,10,1984,12,19,0.0,2.0,0.0,2,0
25289,Non-Fatal,1177,2,500,204,1.0,0,2,5,1990,8,29,0.0,2.0,0.0,2,0
25290,Non-Fatal,5156,2,500,137,1.0,0,2,5,1987,5,25,0.0,2.0,0.0,2,0
25291,Non-Fatal,4257,2,500,215,1.0,0,2,5,1984,6,8,0.0,4.0,0.0,4,0
25292,Non-Fatal,3928,0,500,239,1.0,0,0,0,1986,1,19,2.0,2.0,0.0,2,0
25293,Non-Fatal,6882,2,500,252,1.0,0,2,9,1990,8,26,0.0,2.0,0.0,2,0
25294,Non-Fatal,1163,2,500,108,1.0,0,2,0,1990,8,25,1.0,1.0,0.0,1,0
25295,Non-Fatal,2226,2,500,138,1.0,0,2,2,1982,6,22,0.0,1.0,0.0,1,0
25296,Non-Fatal,12452,0,500,139,1.0,0,2,4,1987,5,29,0.0,2.0,0.0,2,0
25297,Non-Fatal,7224,2,500,204,1.0,0,2,5,1983,12,7,0.0,2.0,0.0,2,0
25298,Non-Fatal,3933,2,500,177,1.0,0,2,5,1990,8,25,0.0,2.0,0.0,2,0
25299,Non-Fatal,4750,2,500,6392,1.0,0,2,5,1987,5,29,0.0,1.0,0.0,1,0
25300,Non-Fatal,636,2,500,289,1.0,0,2,2,1987,5,29,3.0,3.0,0.0,3,0
25301,Non-Fatal,8493,2,500,250,1.0,0,2,5,1987,5,29,0.0,1.0,0.0,1,0
